,id,Nome abreviado,Designação,Descrição do Indicador,Área | Subárea | Dimensão,Intervalo Esperado,Intervalo Aceitável,Área clínica,Anos Disponíveis,Intervalo Aceitável 2023,Mínimo Aceitável 2023,Máximo Aceitável 2023,Intervalo Aceitável 2024,Mínimo Aceitável 2024,Máximo Aceitável 2024,Intervalo Esperado 2023,Mínimo Esperado 2023,Máximo Esperado 2023,Intervalo Esperado 2024,Mínimo Esperado 2024,Máximo Esperado 2024,ide,idg,search_indexes,link_sdm,bicsp
352,433,"Prop. comunid. educ. c/ mais conhec. ativ. física
Designação
Proporção comunidades educativas com melhoria no conhecimento sobre atividade física","Valorização do
conhecimento
Aplicável ao Numerador?
Aplicável ao denominador?
8014350
Potencial para melhorar o conhecimento da comunidade sobre atividade física
0%
Não
Sim
8014349
Conhecimento da comunidade sobre atividade física, melhorado
75%
Sim
Sim
8014348
Conhecimento da comunidade sobre atividade física
100%
Sim
Não
E. Indicador apenas calculado para UCC com SClínico. Não calculado para UCC com MedicineOne. Nos ACES que tenham UCC a usar diversos tipos de software, o resultado deste indicador para o ACES apenas comporta dados das respetivas UCC a usar SClínico. O GestCare nunca é fonte de dados para este indicador.
F. As consultas contabilizadas no denominador são do tipo [Consulta presencial] com o código seguinte:
-
C023
| Consulta de enfermagem de âmbito comunitário (direta).
Não estão incluídas as consultas de enfermagem realizadas ao cliente ""Utentes"" e ""Famílias"".","Exprime os ganhos obtidos em conhecimento sobre atividade física, nas comunidades educativas.
Numerador: Contagem de turmas com intervenção no âmbito da alimentação saudável, com melhoria no conhecimento da comunidade educativa sobre atividade física.
Denominador: Contagem de turmas com intervenção no âmbito da alimentação saudável",Desempenho | Intervenção Comunitária | Saúde Escolar,"Ano de 2023: [40; 100]
Ano de 2024: [40; 100]","Ano de 2023: [20; 100]
Ano de 2024: [20; 100]",Saúde Escolar,"2023, 2024",[20; 100],20.0,100.0,[20; 100],20.0,100.0,[40; 100],40.0,100.0,[40; 100],40.0,100.0,False,False,"433 prop. comunid. educ. c/ mais conhec. ativ. fisica
designacao
proporcao comunidades educativas com melhoria no conhecimento sobre atividade fisica valorizacao do
conhecimento
aplicavel ao numerador?
aplicavel ao denominador?
8014350
potencial para melhorar o conhecimento da comunidade sobre atividade fisica
0%
nao
sim
8014349
conhecimento da comunidade sobre atividade fisica, melhorado
75%
sim
sim
8014348
conhecimento da comunidade sobre atividade fisica
100%
sim
nao
e. indicador apenas calculado para ucc com sclinico. nao calculado para ucc com medicineone. nos aces que tenham ucc a usar diversos tipos de software, o resultado deste indicador para o aces apenas comporta dados das respetivas ucc a usar sclinico. o gestcare nunca e fonte de dados para este indicador.
f. as consultas contabilizadas no denominador sao do tipo [consulta presencial] com o codigo seguinte:
-
c023
| consulta de enfermagem de ambito comunitario (direta).
nao estao incluidas as consultas de enfermagem realizadas ao cliente ""utentes"" e ""familias"". saude escolar desempenho | intervencao comunitaria | saude escolar",https://sdm.min-saude.pt/BI.aspx?id=433,False
353,434,Índice acompanham. adequado Planeam. Fam. - V2,Índice de acompanhamento adequado em Planeamento Familiar - V2,"Índice com resultados possíveis numa escala entre 0 e 1, exprimindo o grau de acompanhamento na área de planeamento familiar (de acordo com as normas da Direção-Geral da Saúde) nas MIF com idade no intervalo [15; 50[ anos.
Numerador: Somatório do ""score de acompanhamento"" na área do planeamento familiar (PF), determinado para cada mulher em idade fértil (MIF) inscrita na unidade funcional. O ""score de acompanhamento"" pode variar entre 0 e 1 de acordo com o número e qualidade dos procedimentos realizados e com a ponderação definida para cada procedimento.
Denominador: Contagem de MIF com idade no intervalo [15; 50[ anos.",Desempenho | Gestão da Saúde | Saúde da Mulher,"Ano de 2023: [0.78; 1]
Ano de 2024: [0.78; 1]","Ano de 2023: [0.63; 1]
Ano de 2024: [0.63; 1]",Planeamento Familiar,"2023, 2024",[0.63; 1],0.63,1.0,[0.63; 1],0.63,1.0,[0.78; 1],0.78,1.0,[0.78; 1],0.78,1.0,False,False,434 indice acompanham. adequado planeam. fam. - v2 indice de acompanhamento adequado em planeamento familiar - v2 planeamento familiar desempenho | gestao da saude | saude da mulher,https://sdm.min-saude.pt/BI.aspx?id=434,True
354,435,Proporção utentes com vacina gripe gratuita SNS,"Proporção de utentes com a vacina da gripe efetuada durante o período de outono/inverno, entre os utentes que de acordo com a norma da DGS (aplicável à data de referência do indicador) têm direito a vacina da gripe gratuita SNS.","Indicador que exprime a proporção de utentes com a vacina da gripe efetuada após a última data de 1 de setembro e nunca após 30 de abril, entre os utentes que, de acordo com a norma da DGS (aplicável à data de referência do indicador) têm direito a vacina da gripe gratuita SNS.
Numerador: Contagem de utentes com a vacina da gripe efetuada após a última data de 1 de setembro e nunca após a data de 30 de abril do ano que sucede a última data de 1 de setembro.
Denominador: Contagem de utentes que, de acordo com a norma da DGS (aplicável à data de referência do indicador) têm direito a vacina da gripe gratuita SNS.",Desempenho | Gestão da Saúde | Saúde do Adulto,"Ano de 2023: [66; 100]
Ano de 2024: [66; 100]","Ano de 2023: [62; 100]
Ano de 2024: [62; 100]",Respiratório,"2023, 2024",[62; 100],62.0,100.0,[62; 100],62.0,100.0,[66; 100],66.0,100.0,[66; 100],66.0,100.0,True,False,"435 proporcao utentes com vacina gripe gratuita sns proporcao de utentes com a vacina da gripe efetuada durante o periodo de outono/inverno, entre os utentes que de acordo com a norma da dgs (aplicavel a data de referencia do indicador) tem direito a vacina da gripe gratuita sns. respiratorio desempenho | gestao da saude | saude do adulto",https://sdm.min-saude.pt/BI.aspx?id=435,False
355,436,"Proporção DPOC >= 40A, c/ cons. vigil. DPOC 1A","Proporção de utentes com DPOC e idade igual ou superior a 40 anos, a quem foi realizada consulta de vigilância de DPOC no último ano","Indicador que exprime a proporção de utentes com DPOC e idade igual ou superior a 40 anos com consulta de vigilância de DPOC (médica ou de enfermagem) registada no último ano.
Numerador: Contagem de utentes inscritos, com DPOC, com idade igual ou superior a 40 anos, que têm consulta de vigilância de DPOC (médica ou de enfermagem) registada no último ano.
Denominador: Contagem de utentes inscritos, com DPOC, com idade igual ou superior a 40 anos.",Desempenho | Gestão da Doença | Doenças Aparelho Respiratório,"Ano de 2023: [70; 100]
Ano de 2024: [70; 100]","Ano de 2023: [35; 100]
Ano de 2024: [35; 100]",Respiratório,"2023, 2024",[35; 100],35.0,100.0,[35; 100],35.0,100.0,[70; 100],70.0,100.0,[70; 100],70.0,100.0,True,False,"436 proporcao dpoc >= 40a, c/ cons. vigil. dpoc 1a proporcao de utentes com dpoc e idade igual ou superior a 40 anos, a quem foi realizada consulta de vigilancia de dpoc no ultimo ano respiratorio desempenho | gestao da doenca | doencas aparelho respiratorio",https://sdm.min-saude.pt/BI.aspx?id=436,True
356,437,"Proporção asma >= 18A, c/ cons. vigil. asma 1A","Proporção de utentes com asma e idade igual ou superior a 18 anos, a quem foi realizada consulta de vigilância de asma no último ano","Indicador que exprime a proporção de utentes com asma e idade igual ou superior a 18 anos com consulta de vigilância de asma (médica ou de enfermagem) registada no último ano.
Numerador: Contagem de utentes inscritos, com asma, com idade igual ou superior a 18 anos, que têm consulta de vigilância de asma (médica ou de enfermagem) registada no último ano.
Denominador: Contagem de utentes inscritos, com asma, com idade igual ou superior a 18 anos.",Desempenho | Gestão da Doença | Doenças Aparelho Respiratório,"Ano de 2023: [49; 100]
Ano de 2024: [49; 100]","Ano de 2023: [35; 100]
Ano de 2024: [35; 100]",Respiratório,"2023, 2024",[35; 100],35.0,100.0,[35; 100],35.0,100.0,[49; 100],49.0,100.0,[49; 100],49.0,100.0,True,False,"437 proporcao asma >= 18a, c/ cons. vigil. asma 1a proporcao de utentes com asma e idade igual ou superior a 18 anos, a quem foi realizada consulta de vigilancia de asma no ultimo ano respiratorio desempenho | gestao da doenca | doencas aparelho respiratorio",https://sdm.min-saude.pt/BI.aspx?id=437,True
357,438,"Proporção asma < 18A, c/ cons. vigil. asma 1A","Proporção de utentes com asma e idade inferior a 18 anos, a quem foi realizada consulta de vigilância de asma no último ano","Indicador que exprime a proporção de utentes com asma e idade inferior a 18 anos com consulta de vigilância de asma (médica ou de enfermagem) registada no último ano.
Numerador: Contagem de utentes inscritos, com asma, com idade inferior a 18 anos, que têm consulta de vigilância de asma (médica ou de enfermagem) registada no último ano.
Denominador: Contagem de utentes inscritos, com asma, com idade inferior a 18 anos.",---,---,---,Respiratório,"2023, 2024",---,,,---,,,---,,,---,,,False,False,"438 proporcao asma < 18a, c/ cons. vigil. asma 1a proporcao de utentes com asma e idade inferior a 18 anos, a quem foi realizada consulta de vigilancia de asma no ultimo ano respiratorio ---",https://sdm.min-saude.pt/BI.aspx?id=438,False
358,439,"Proporção DPOC +6M, c/ vac. gripe","Proporção de utentes com DPOC com idade superior a 6 meses, com a vacina da gripe prescrita ou efetuada nos últimos 12 meses","Indicador que exprime a proporção de utentes com a vacina da gripe prescrita nos últimos 12 meses, de entre inscritos com DPOC e com idade superior a 6 meses.
Numerador: Contagem de utentes inscritos com DPOC com a vacina da gripe prescrita ou efetuada nos últimos 12 meses.
Denominador: Contagem de utentes inscritos com DPOC e idade superior a 6 meses.",Desempenho | Gestão da Doença | Doenças Aparelho Respiratório,"Ano de 2023: [75; 100]
Ano de 2024: [75; 100]","Ano de 2023: [65; 100]
Ano de 2024: [65; 100]",Respiratório,"2023, 2024",[65; 100],65.0,100.0,[65; 100],65.0,100.0,[75; 100],75.0,100.0,[75; 100],75.0,100.0,False,False,"439 proporcao dpoc +6m, c/ vac. gripe proporcao de utentes com dpoc com idade superior a 6 meses, com a vacina da gripe prescrita ou efetuada nos ultimos 12 meses respiratorio desempenho | gestao da doenca | doencas aparelho respiratorio",https://sdm.min-saude.pt/BI.aspx?id=439,True
359,44,"Proporção mulheres [50; 70[ A, c/ mamogr. (2 anos)","Proporção de mulheres entre [50; 70[ anos, com mamografia registada nos últimos dois anos","Indicador que exprime a proporção entre as mulheres com registo de mamografia nos últimos dois anos e as mulheres com idades compreendidas no intervalo [50, 70[ anos.
Numerador: Contagem de mulheres com registo de mamografia nos últimos dois anos.
Denominador: Contagem de mulheres com idades compreendidas no intervalo [50, 70[ anos.",Desempenho | Gestão da Saúde | Saúde do Adulto,"Ano de 2023: [57; 80]
Ano de 2024: [57; 100]","Ano de 2023: [50; 85]
Ano de 2024: [50; 100]",Rastreio Oncológico,"2023, 2024",[50; 85],50.0,85.0,[50; 100],50.0,100.0,[57; 80],57.0,80.0,[57; 100],57.0,100.0,False,False,"44 proporcao mulheres [50; 70[ a, c/ mamogr. (2 anos) proporcao de mulheres entre [50; 70[ anos, com mamografia registada nos ultimos dois anos rastreio oncologico desempenho | gestao da saude | saude do adulto",https://sdm.min-saude.pt/BI.aspx?id=44,False
360,440,"Proporção Asma +6M, c/ vac. gripe","Proporção de utentes com Asma com idade superior a 6 meses, com a vacina da gripe prescrita ou efetuada nos últimos 12 meses","Indicador que exprime a proporção de utentes com a vacina da gripe prescrita nos últimos 12 meses, de entre inscritos com Asma e com idade superior a 6 meses.
Numerador: Contagem de utentes inscritos com Asma com a vacina da gripe prescrita ou efetuada nos últimos 12 meses.
Denominador: Contagem de utentes inscritos com Asma e idade superior a 6 meses.",Desempenho | Gestão da Doença | Doenças Aparelho Respiratório,"Ano de 2023: [48; 100]
Ano de 2024: [48; 100]","Ano de 2023: [40; 100]
Ano de 2024: [40; 100]",Respiratório,"2023, 2024",[40; 100],40.0,100.0,[40; 100],40.0,100.0,[48; 100],48.0,100.0,[48; 100],48.0,100.0,False,False,"440 proporcao asma +6m, c/ vac. gripe proporcao de utentes com asma com idade superior a 6 meses, com a vacina da gripe prescrita ou efetuada nos ultimos 12 meses respiratorio desempenho | gestao da doenca | doencas aparelho respiratorio",https://sdm.min-saude.pt/BI.aspx?id=440,False
361,441,Índice acompanham. adequado Saúde Materna - V2,Índice de acompanhamento adequado em Saúde Materna - V2,"Índice com resultados possíveis numa escala entre 0 e 1, exprimindo o grau de acompanhamento na área de saúde materna (de acordo com as normas da Direção-Geral da Saúde).
Numerador: Somatório do ""score de acompanhamento"" determinado para cada puérpera inscrita na unidade funcional. O ""score de acompanhamento"" pode variar entre 0 e 1 de acordo com o número e qualidade dos procedimentos realizados e com a ponderação definida para cada procedimento.
Denominador: Contagem de puérperas.",Desempenho | Gestão da Saúde | Saúde da Mulher,"Ano de 2023: [0.74; 1]
Ano de 2024: [0.74; 1]","Ano de 2023: [0.64; 1]
Ano de 2024: [0.64; 1]",Saúde Materna,"2023, 2024",[0.64; 1],0.64,1.0,[0.64; 1],0.64,1.0,[0.74; 1],0.74,1.0,[0.74; 1],0.74,1.0,False,False,441 indice acompanham. adequado saude materna - v2 indice de acompanhamento adequado em saude materna - v2 saude materna desempenho | gestao da saude | saude da mulher,https://sdm.min-saude.pt/BI.aspx?id=441,True
362,442,Índice acompanham. adequado S. Inf. 1A - V2,Índice de acompanhamento adequado em Saúde Infantil no 1º ano de vida - V2,"Índice com resultados possíveis numa escala entre 0 e 1, exprimindo o grau de acompanhamento na área de saúde infantil, 1º ano de vida (de acordo com as normas da Direção-Geral da Saúde).
Numerador: Somatório do ""score de acompanhamento"" na área da saúde infantil determinado para criança com 1 ano de vida inscrita na unidade funcional. O ""score de acompanhamento"" pode variar entre 0 e 1 de acordo com o número e qualidade dos procedimentos realizados e com a ponderação definida para cada procedimento.
Denominador: Contagem de crianças com 1 ano de vida.",Desempenho | Gestão da Saúde | Saúde Infantil e Juvenil,"Ano de 2023: [0.93; 1]
Ano de 2024: [0.93; 1]","Ano de 2023: [0.82; 1]
Ano de 2024: [0.8; 1]",Saúde Infantil e Juvenil,"2023, 2024",[0.82; 1],0.82,1.0,[0.8; 1],0.8,1.0,[0.93; 1],0.93,1.0,[0.93; 1],0.93,1.0,False,False,442 indice acompanham. adequado s. inf. 1a - v2 indice de acompanhamento adequado em saude infantil no 1o ano de vida - v2 saude infantil e juvenil desempenho | gestao da saude | saude infantil e juvenil,https://sdm.min-saude.pt/BI.aspx?id=442,True
363,443,Índice acompanham. adequado S. Inf. 2A - V2,Índice de acompanhamento adequado em Saúde Infantil no 2º ano de vida - V2,"Índice com resultados possíveis numa escala entre 0 e 1, exprimindo o grau de acompanhamento na área de saúde infantil, 2º ano de vida (de acordo com as normas da Direção-Geral da Saúde).
Numerador: Somatório do ""score de acompanhamento"" na área da saúde infantil, determinado para crianças com 2 anos de vida inscritas na unidade funcional. O ""score de acompanhamento"" pode variar entre 0 e 1 de acordo com o número e qualidade dos procedimentos realizados e com a ponderação definida para cada procedimento.
Denominador: Contagem de crianças com 2 anos de vida.",Desempenho | Gestão da Saúde | Saúde Infantil e Juvenil,"Ano de 2023: [0.87; 100]
Ano de 2024: [0.87; 100]","Ano de 2023: [0.65; 100]
Ano de 2024: [0.6; 100]",Saúde Infantil e Juvenil,"2023, 2024",[0.65; 100],0.65,100.0,[0.6; 100],0.6,100.0,[0.87; 100],0.87,100.0,[0.87; 100],0.87,100.0,False,False,443 indice acompanham. adequado s. inf. 2a - v2 indice de acompanhamento adequado em saude infantil no 2o ano de vida - v2 saude infantil e juvenil desempenho | gestao da saude | saude infantil e juvenil,https://sdm.min-saude.pt/BI.aspx?id=443,True
364,444,Índice acompanhamento adequado DM - V2,Índice de acompanhamento adequado em utentes com Diabetes Mellitus - V2,"Índice com resultados possíveis numa escala entre 0 e 1, exprimindo o grau de acompanhamento na área da Diabetes Mellitus (de acordo com as normas da Direção-Geral da Saúde).
Numerador: Somatório do ""score de acompanhamento"" determinado para cada utente com Diabetes Mellitus com inscrição ativa. O ""score de acompanhamento"" pode variar entre 0 e 1 de acordo com o número e qualidade dos procedimentos realizados e com a ponderação definida para cada procedimento.
Denominador: Contagem utentes inscritos com Diabetes Mellitus.",Desempenho | Gestão da Doença | Diabetes Mellitus,"Ano de 2023: [0.64; 1]
Ano de 2024: [0.64; 1]","Ano de 2023: [0.59; 1]
Ano de 2024: [0.59; 1]",Saúde Infantil e Juvenil,"2023, 2024",[0.59; 1],0.59,1.0,[0.59; 1],0.59,1.0,[0.64; 1],0.64,1.0,[0.64; 1],0.64,1.0,False,False,444 indice acompanhamento adequado dm - v2 indice de acompanhamento adequado em utentes com diabetes mellitus - v2 saude infantil e juvenil desempenho | gestao da doenca | diabetes mellitus,https://sdm.min-saude.pt/BI.aspx?id=444,True
365,445,Índice acompanhamento adequado HTA - V2,Índice de acompanhamento adequado em utentes com Hipertensão Arterial - V2,"Índice com resultados possíveis numa escala entre 0 e 1, exprimindo o grau de acompanhamento na área da Hipertensão Arterial (de acordo com as normas da Direção-Geral da Saúde).
Numerador: Somatório do ""score de acompanhamento"" determinado para cada utente com Hipertensão Arterial com inscrição ativa. O ""score de acompanhamento"" pode variar entre 0 e 1 de acordo com o número e qualidade dos procedimentos realizados e com a ponderação definida para cada procedimento.
Denominador: Contagem utentes inscritos com Hipertensão Arterial.",Desempenho | Gestão da Doença | Hipertensão Arterial,"Ano de 2023: [0.71; 1]
Ano de 2024: [0.71; 1]","Ano de 2023: [0.63; 1]
Ano de 2024: [0.63; 1]",Hipertensão Arterial,"2023, 2024",[0.63; 1],0.63,1.0,[0.63; 1],0.63,1.0,[0.71; 1],0.71,1.0,[0.71; 1],0.71,1.0,False,False,445 indice acompanhamento adequado hta - v2 indice de acompanhamento adequado em utentes com hipertensao arterial - v2 hipertensao arterial desempenho | gestao da doenca | hipertensao arterial,https://sdm.min-saude.pt/BI.aspx?id=445,True
366,446,Número UCs atividades específicas méd. V2,Número de unidades de contratualização relacionadas atividades específicas - Médicos - V2,"Score que exprime o número de unidades de contratualização relacionadas com vigilância adequada de utentes com hipertensão arterial, Diabetes Mellitus, saúde materna, planeamento familiar, saúde infantil 1º e 2º ano de vida (atividades específicas), calculado para médicos.
No artigo 29º do
Decreto-Lei 298/2007
na sua redação atual de 22 de Agosto, na sua redação atual (compensação associada às atividades específicas), pode ler-se:
A compensação prevista na alínea a) do nº 4 do artigo anterior e no nº 3 do artigo 38º está associada ao aumento das unidades ponderadas da lista mínima de utentes dos médicos e dos enfermeiros por força das atividades específicas de vigilância a utentes vulneráveis e de risco, segundo orientações técnicas da Direção-Geral da Saúde, nos termos seguintes:
a) A vigilância, em planeamento familiar, de uma mulher em idade fértil, por ano: uma unidade;
(vigente até 2022-11-18)
a) O acompanhamento em saúde sexual e reprodutiva, de uma pessoa em idade fértil ou sexualmente ativa, por ano - uma unidade;
(vigente a partir de 2022-11-19, nos termos da
Lei 22/2022 de 18 de novembro
)
b) A vigilância de uma gravidez: oito unidades;
c) A vigilância de uma criança, no primeiro ano de vida, por ano: sete unidades;
d) A vigilância de uma criança, no segundo ano de vida, por ano: três unidades;
e) A vigilância de uma pessoa diabética, por ano: quatro unidades;
f) A vigilância de uma pessoa hipertensa, por ano: duas unidades.
2. As atividades específicas previstas no número anterior são contratualizadas anualmente e constam da carta de compromisso.
3. Os critérios para atribuição de unidades ponderadas às atividades específicas previstas no nº 1 são definidos pela Direção-Geral da Saúde.?
Assim, as 6 áreas de atividade em análise neste indicador são as seguintes:
• Planeamento familiar (PF);
• Saúde materna (SMAT);
• Saúde infantil - 1º ano de vida (SI1);
• Saúde infantil - 2º ano de vida (SI2);
• Diabetes Mellitus(DM);
• Hipertensão Arterial(HTA).
Os critérios que constam neste indicador foram definidos por um grupo técnico criado por Despacho da Sra. Ministra da Saúde, constituído pela Direção-Geral da Saúde (nos termos previstos no nº 3 do artigo 29º do
Decreto-Lei 298/2007
na sua redação atual, na sua redação atual), pela Administração Central do Sistema de Saúde (ACSS) e pelo Grupo de Apoio às Políticas de Saúde na área dos Cuidados de Saúde Primários (GAPS-CSP).
Estes critérios substituem os que estão definidos no indicador com ID
179
e assentam nos seguintes princípios:
• Foco em resultados em saúde (p.e. internamentos evitáveis e episódios de urgência), valorizando a gestão integrada do percurso dos cidadãos e não centrados na atividade isolada de cada profissão;
• Valorização da acessibilidade real à unidade funcional e resposta à doença aguda (p.e. através do cálculo da percentagem de medicamentos anti-inflamatórios, analgésicos ou antibióticos prescritos na própria unidade funcional de inscrição ou do cálculo da percentagem de fármacos para controlo da Diabetes Mellitus ou da Hipertensão Arterial prescritos na própria unidade funcional);
• Atualização dos critérios segundo as boas práticas reconhecidas cientificamente (p.e. contraceção com estrogénios em fumadoras) e com a aprendizagem que resultou da pandemia;
• Manutenção de um núcleo de critérios obrigatórios em todas as áreas das atividades específicas (critérios a 100%) e introdução de critérios ponderados (0 a 100%) consoante o valor de cada critério para o aumento do nível de saúde e melhoria do desempenho ou eficiência da unidade funcional;
Os critérios que constam neste indicador e as unidades de contratualização que dai resultarem serão calculados a partir do mês de dezembro de 2021, serão monitorizados pelas unidades funcionais ao longo de 2022 e terão tendo eventual aplicabilidade remuneratória nos profissionais das USF modelo B a partir de janeiro de 2023 com base nos cálculos das UC referentes a dezembro de 2022.
Considerando que os critérios definidos são de boa prática clínica, os cálculos são efetuados para todos os tipos de UF com utentes inscritos e não apenas para USF modelo B.
Assim, o cálculo deste indicador passa, de forma resumida, pelas fases seguintes:
Fase 1
- Determinação dos score de acompanhamento adequado para cada uma das 6 áreas das atividades específicas:
Fase 2
- Determinação das Unidades Ponderadas (UP) associadas ao PF (UP_PF) à SMAT (UP_SMAT) à SI1 (UP_SI1), à SI2 (UP_SI2) à DM (UP_DM) e à HTA (UP_HTA)
Fase 3
- Determinação das Unidades Ponderadas Totais (UP_T)
Fase 4
- Determinação do número de médicos que integram a unidade funcional
Fase 5
- Determinação das unidades de contratualização (UC) para efeitos de suplementos remuneratórios a pagar a médicos (UC_MED)",---,---,---,Transversal,"2023, 2024",---,,,---,,,---,,,---,,,False,False,446 numero ucs atividades especificas med. v2 numero de unidades de contratualizacao relacionadas atividades especificas - medicos - v2 transversal ---,https://sdm.min-saude.pt/BI.aspx?id=446,False
367,447,Número UCs atividades específicas enf. V2,Número de unidades de contratualização relacionadas atividades específicas - Enfermeiros - V2,"Score que exprime o número de unidades de contratualização relacionadas com vigilância adequada de utentes com hipertensão arterial, Diabetes Mellitus, saúde materna, planeamento familiar, saúde infantil 1º e 2º ano de vida (atividades específicas), calculado para enfermeiros.
No artigo 29º do
Decreto-Lei 298/2007
na sua redação atual de 22 de Agosto, na sua redação atual (compensação associada às atividades específicas), pode ler-se:
A compensação prevista na alínea a) do nº 4 do artigo anterior e no nº 3 do artigo 38º está associada ao aumento das unidades ponderadas da lista mínima de utentes dos médicos e dos enfermeiros por força das atividades específicas de vigilância a utentes vulneráveis e de risco, segundo orientações técnicas da Direção-Geral da Saúde, nos termos seguintes:
a) A vigilância, em planeamento familiar, de uma mulher em idade fértil, por ano: uma unidade;
(vigente até 2022-11-18)
a) O acompanhamento em saúde sexual e reprodutiva, de uma pessoa em idade fértil ou sexualmente ativa, por ano - uma unidade;
(vigente a partir de 2022-11-19, nos termos da
Lei 22/2022 de 18 de novembro
)
b) A vigilância de uma gravidez: oito unidades;
c) A vigilância de uma criança, no primeiro ano de vida, por ano: sete unidades;
d) A vigilância de uma criança, no segundo ano de vida, por ano: três unidades;
e) A vigilância de uma pessoa diabética, por ano: quatro unidades;
f) A vigilância de uma pessoa hipertensa, por ano: duas unidades.
2. As atividades específicas previstas no número anterior são contratualizadas anualmente e constam da carta de compromisso.
3. Os critérios para atribuição de unidades ponderadas às atividades específicas previstas no nº 1 são definidos pela Direção-Geral da Saúde.?
Assim, as 6 áreas de atividade em análise neste indicador são as seguintes:
• Planeamento familiar (PF);
• Saúde materna (SMAT);
• Saúde infantil - 1º ano de vida (SI1);
• Saúde infantil - 2º ano de vida (SI2);
• Diabetes Mellitus(DM);
• Hipertensão Arterial(HTA).
Os critérios que constam neste indicador foram definidos por um grupo técnico criado por Despacho da Sra. Ministra da Saúde, constituído pela Direção-Geral da Saúde (nos termos previstos no nº 3 do artigo 29º do
Decreto-Lei 298/2007
na sua redação atual, na sua redação atual), pela Administração Central do Sistema de Saúde (ACSS) e pelo Grupo de Apoio às Políticas de Saúde na área dos Cuidados de Saúde Primários (GAPS-CSP).
Estes critérios substituem os que estão definidos no indicador com ID
179
e assentam nos seguintes princípios:
• Foco em resultados em saúde (p.e. internamentos evitáveis e episódios de urgência), valorizando a gestão integrada do percurso dos cidadãos e não centrados na atividade isolada de cada profissão;
• Valorização da acessibilidade real à unidade funcional e resposta à doença aguda (p.e. através do cálculo da percentagem de medicamentos anti-inflamatórios, analgésicos ou antibióticos prescritos na própria unidade funcional de inscrição ou do cálculo da percentagem de fármacos para controlo da Diabetes Mellitus ou da Hipertensão Arterial prescritos na própria unidade funcional);
• Atualização dos critérios segundo as boas práticas reconhecidas cientificamente (p.e. contraceção com estrogénios em fumadoras) e com a aprendizagem que resultou da pandemia;
• Manutenção de um núcleo de critérios obrigatórios em todas as áreas das atividades específicas (critérios a 100%) e introdução de critérios ponderados (0 a 100%) consoante o valor de cada critério para o aumento do nível de saúde e melhoria do desempenho ou eficiência da unidade funcional;
Os critérios que constam neste indicador e as unidades de contratualização que dai resultarem serão calculados a partir do mês de dezembro de 2021, serão monitorizados pelas unidades funcionais ao longo de 2022 e terão tendo eventual aplicabilidade remuneratória nos profissionais das USF modelo B a partir de janeiro de 2023 com base nos cálculos das UC referentes a dezembro de 2022.
Considerando que os critérios definidos são de boa prática clínica, os cálculos são efetuados para todos os tipos de UF com utentes inscritos e não apenas para USF modelo B.
Assim, o cálculo deste indicador passa, de forma resumida, pelas fases seguintes:
Fase 1
- Determinação dos score de acompanhamento adequado para cada uma das 6 áreas das atividades específicas:
Fase 2
- Determinação das Unidades Ponderadas (UP) associadas ao PF (UP_PF) à SMAT (UP_SMAT) à SI1 (UP_SI1), à SI2 (UP_SI2) à DM (UP_DM) e à HTA (UP_HTA)
Fase 3
- Determinação das Unidades Ponderadas Totais (UP_T)
Fase 4
- Determinação do número de enfermeiros que integram a unidade funcional
Fase 5
- Determinação das unidades de contratualização (UC) para efeitos de suplementos remuneratórios a pagar a enfermeiros (UC_ENF)",---,---,---,Transversal,"2023, 2024",---,,,---,,,---,,,---,,,False,False,447 numero ucs atividades especificas enf. v2 numero de unidades de contratualizacao relacionadas atividades especificas - enfermeiros - v2 transversal ---,https://sdm.min-saude.pt/BI.aspx?id=447,False
