id,codigo,codigo_siars,nome_abreviado,designacao,objetivo,formula,unidade_de_medida,output,estado_do_indicador,area,subarea,dimensao,tipo_de_indicador,area_clinica,inclusao_de_utentes_no_indicador,prazo_para_registos,link,nome_indicador,min_aceitavel,min_esperado,max_esperado,max_aceitavel,intervalo_aceitavel,intervalo_esperado,indexing,id_sdm
228,2.12.28,MORB.228.01,"Proporção utentes com ""sensação de ansiedade""","Proporção de utentes com o diagnóstico de ""sensação de ansiedade / nervosismo / tensão""","Caraterizar a população inscrita. Parâmetro ""prevalência de sensação de ansiedade / nervosismo / tensão""",AA / BB x 100,%,Prevalência,Com dados desde Dezembro de 2009,,,,Estrutura,Saúde Mental,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=228&CLUSTERS=S,,,,,,,,"228 proporcao utentes com ""sensacao de ansiedade"" proporcao de utentes com o diagnostico de ""sensacao de ansiedade / nervosismo / tensao"" nan nan nan estrutura saude mental",[228](https://sdm.min-saude.pt/BI.aspx?id=228&CLUSTERS=S)
229,2.12.29,MORB.229.01,"Proporção utentes com ""depressão (P76.001)""","Proporção de utentes com o diagnóstico de ""depressão (P76.001)""","Caraterizar a população inscrita. Parâmetro ""prevalência de depressão (P76.001)""",AA / BB x 100,%,Prevalência,Descontinuado em Setembro de 2015,,,,Estrutura,Saúde Mental,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=229&CLUSTERS=S,,,,,,,,"229 proporcao utentes com ""depressao (p76.001)"" proporcao de utentes com o diagnostico de ""depressao (p76.001)"" nan nan nan estrutura saude mental",[229](https://sdm.min-saude.pt/BI.aspx?id=229&CLUSTERS=S)
230,2.12.30,MORB.230.01,"Proporção utentes com ""depressão pós-parto""","Proporção de utentes com o diagnóstico de ""depressão pós-parto (P76.002)""","Caraterizar a população inscrita. Parâmetro ""prevalência de depressão pós-parto (P76.002)""",AA / BB x 100,%,Prevalência,Descontinuado em Setembro de 2015,,,,Estrutura,Saúde Mental,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=230&CLUSTERS=S,,,,,,,,"230 proporcao utentes com ""depressao pos-parto"" proporcao de utentes com o diagnostico de ""depressao pos-parto (p76.002)"" nan nan nan estrutura saude mental",[230](https://sdm.min-saude.pt/BI.aspx?id=230&CLUSTERS=S)
231,2.12.31,MORB.231.01,"Proporção utentes c/ ""depressão reativa P76.010""","Proporção de utentes com o diagnóstico de ""depressão reativa (P76.010)""","Caraterizar a população inscrita. Parâmetro ""prevalência de depressão reativa (P76.010)""",AA / BB x 100,%,Prevalência,Descontinuado em Setembro de 2015,,,,Estrutura,Saúde Mental,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=231&CLUSTERS=S,,,,,,,,"231 proporcao utentes c/ ""depressao reativa p76.010"" proporcao de utentes com o diagnostico de ""depressao reativa (p76.010)"" nan nan nan estrutura saude mental",[231](https://sdm.min-saude.pt/BI.aspx?id=231&CLUSTERS=S)
232,2.12.32,MORB.232.01,"Proporção utentes com ""depressão endógena P76.016""","Proporção de utentes com o diagnóstico de ""depressão endógena (P76.016)""","Caraterizar a população inscrita. Parâmetro ""prevalência de depressão endógena (P76.016)""",AA / BB x 100,%,Prevalência,Descontinuado em Setembro de 2015,,,,Estrutura,Saúde Mental,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=232&CLUSTERS=S,,,,,,,,"232 proporcao utentes com ""depressao endogena p76.016"" proporcao de utentes com o diagnostico de ""depressao endogena (p76.016)"" nan nan nan estrutura saude mental",[232](https://sdm.min-saude.pt/BI.aspx?id=232&CLUSTERS=S)
233,2.12.33,MORB.233.01,"Proporção utentes com ""HBP""","Proporção de utentes com o diagnóstico de ""hipertrofia prostática benigna""","Caraterizar a população inscrita. Parâmetro ""prevalência de hipertrofia prostática benigna""",AA / BB x 100,%,Prevalência,Com dados desde Dezembro de 2009,,,,Estrutura,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=233&CLUSTERS=S,,,,,,,,"233 proporcao utentes com ""hbp"" proporcao de utentes com o diagnostico de ""hipertrofia prostatica benigna"" nan nan nan estrutura transversal",[233](https://sdm.min-saude.pt/BI.aspx?id=233&CLUSTERS=S)
234,2.12.34,MORB.234.01,"Proporção utentes com ""osteoartrose da anca""","Proporção de utentes com o diagnóstico de ""osteoartrose da anca""","Caraterizar a população inscrita. Parâmetro ""prevalência de osteoartrose da anca""",AA / BB x 100,%,Prevalência,Com dados desde Dezembro de 2009,,,,Estrutura,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=234&CLUSTERS=S,,,,,,,,"234 proporcao utentes com ""osteoartrose da anca"" proporcao de utentes com o diagnostico de ""osteoartrose da anca"" nan nan nan estrutura transversal",[234](https://sdm.min-saude.pt/BI.aspx?id=234&CLUSTERS=S)
235,2.12.35,MORB.235.01,"Proporção utentes com ""neoplasia maligna""","Proporção de utentes com diagnóstico de ""neoplasia maligna""","Caraterizar a população inscrita. Parâmetro ""prevalência de neoplasia maligna""",AA / BB x 100,%,Prevalência,Com dados desde Dezembro de 2009,,,,Estrutura,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=235&CLUSTERS=S,,,,,,,,"235 proporcao utentes com ""neoplasia maligna"" proporcao de utentes com diagnostico de ""neoplasia maligna"" nan nan nan estrutura transversal",[235](https://sdm.min-saude.pt/BI.aspx?id=235&CLUSTERS=S)
236,2.13.04,MORB.236.01,"Incidência de ""Diabetes Mellitus""","Proporção de utentes com novo diagnóstico de ""Diabetes Mellitus""","Caraterizar a população inscrita. Parâmetro ""incidência de Diabetes Mellitus""",AA / BB x 1.000,‰,Incidência,Com dados desde Dezembro de 2009,,,,Estrutura,Diabetes Mellitus,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=236&CLUSTERS=S,,,,,,,,"236 incidencia de ""diabetes mellitus"" proporcao de utentes com novo diagnostico de ""diabetes mellitus"" nan nan nan estrutura diabetes mellitus",[236](https://sdm.min-saude.pt/BI.aspx?id=236&CLUSTERS=S)
237,2.13.05,MORB.237.01,"Incidência de ""hipertensão arterial""","Proporção de utentes com novo diagnóstico de ""hipertensão arterial""","Caraterizar a população inscrita. Parâmetro ""incidência de hipertensão arterial""",AA / BB x 1.000,‰,Incidência,Com dados desde Dezembro de 2009,,,,Estrutura,Hipertensão Arterial,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=237&CLUSTERS=S,,,,,,,,"237 incidencia de ""hipertensao arterial"" proporcao de utentes com novo diagnostico de ""hipertensao arterial"" nan nan nan estrutura hipertensao arterial",[237](https://sdm.min-saude.pt/BI.aspx?id=237&CLUSTERS=S)
238,2.13.06,MORB.238.01,"Incidência de ""obesidade""","Proporção de utentes com novo diagnóstico de ""obesidade""","Caraterizar a população inscrita. Parâmetro ""incidência de obesidade""",AA / BB x 1.000,‰,Incidência,Com dados desde Dezembro de 2009,,,,Estrutura,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=238&CLUSTERS=S,,,,,,,,"238 incidencia de ""obesidade"" proporcao de utentes com novo diagnostico de ""obesidade"" nan nan nan estrutura transversal",[238](https://sdm.min-saude.pt/BI.aspx?id=238&CLUSTERS=S)
239,2.13.07,MORB.239.01,"Incidência de ""alteração metabolismo lípidos""","Proporção de utentes com novo diagnóstico de ""alteração do metabolismo dos lípidos""","Caraterizar a população inscrita. Parâmetro ""incidência de alteração do metabolismo dos lípidos""",AA / BB x 1.000,‰,Incidência,Com dados desde Dezembro de 2009,,,,Estrutura,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=239&CLUSTERS=S,,,,,,,,"239 incidencia de ""alteracao metabolismo lipidos"" proporcao de utentes com novo diagnostico de ""alteracao do metabolismo dos lipidos"" nan nan nan estrutura transversal",[239](https://sdm.min-saude.pt/BI.aspx?id=239&CLUSTERS=S)
240,2.13.08,MORB.240.01,"Incidência de ""abuso de tabaco""","Proporção de utentes com novo diagnóstico de ""abuso de tabaco""","Caraterizar a população inscrita. Parâmetro ""incidência de abuso de tabaco""",AA / BB x 1.000,‰,Incidência,Com dados desde Dezembro de 2009,,,,Estrutura,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=240&CLUSTERS=S,,,,,,,,"240 incidencia de ""abuso de tabaco"" proporcao de utentes com novo diagnostico de ""abuso de tabaco"" nan nan nan estrutura transversal",[240](https://sdm.min-saude.pt/BI.aspx?id=240&CLUSTERS=S)
241,2.13.09,MORB.241.01,"Incidência de ""DPOC""","Proporção de utentes com novo diagnóstico de ""doença pulmonar obstrutiva crónica""","Caraterizar a população inscrita. Parâmetro ""incidência de DPOC""",AA / BB x 1.000,‰,Incidência,Com dados desde Dezembro de 2009,,,,Estrutura,Respiratório,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=241&CLUSTERS=S,,,,,,,,"241 incidencia de ""dpoc"" proporcao de utentes com novo diagnostico de ""doenca pulmonar obstrutiva cronica"" nan nan nan estrutura respiratorio",[241](https://sdm.min-saude.pt/BI.aspx?id=241&CLUSTERS=S)
242,2.13.10,MORB.242.01,"Incidência de ""asma""","Proporção de utentes com novo diagnóstico de ""asma""","Caraterizar a população inscrita. Parâmetro ""incidência de asma""",AA / BB x 1.000,‰,Incidência,Com dados desde Dezembro de 2009,,,,Estrutura,Respiratório,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=242&CLUSTERS=S,,,,,,,,"242 incidencia de ""asma"" proporcao de utentes com novo diagnostico de ""asma"" nan nan nan estrutura respiratorio",[242](https://sdm.min-saude.pt/BI.aspx?id=242&CLUSTERS=S)
243,2.13.11,MORB.243.01,"Incidência de ""neoplasia maligna da mama""","Proporção de utentes com novo diagnóstico de ""neoplasia maligna da mama feminina""","Caraterizar a população inscrita. Parâmetro ""incidência de neoplasia maligna da mama feminina""",AA / BB x 1.000,‰,Incidência,Com dados desde Dezembro de 2009,,,,Estrutura,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=243&CLUSTERS=S,,,,,,,,"243 incidencia de ""neoplasia maligna da mama"" proporcao de utentes com novo diagnostico de ""neoplasia maligna da mama feminina"" nan nan nan estrutura transversal",[243](https://sdm.min-saude.pt/BI.aspx?id=243&CLUSTERS=S)
244,2.13.12,MORB.244.01,"Incidência de ""neoplasia maligna do colo do útero""","Proporção de utentes com novo diagnóstico de ""neoplasia maligna do colo do útero""","Caraterizar a população inscrita. Parâmetro ""incidência de neoplasia maligna do colo do útero""",AA / BB x 1.000,‰,Incidência,Com dados desde Dezembro de 2009,,,,Estrutura,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=244&CLUSTERS=S,,,,,,,,"244 incidencia de ""neoplasia maligna do colo do utero"" proporcao de utentes com novo diagnostico de ""neoplasia maligna do colo do utero"" nan nan nan estrutura transversal",[244](https://sdm.min-saude.pt/BI.aspx?id=244&CLUSTERS=S)
245,2.13.13,MORB.245.01,"Incidência de ""neoplasia maligna do cólon / recto""","Proporção de utentes com novo diagnóstico de ""neoplasia maligna do cólon / recto""","Caraterizar a população inscrita. Parâmetro ""incidência de neoplasia maligna do cólon / recto""",AA / BB x 1.000,‰,Incidência,Com dados desde Dezembro de 2009,,,,Estrutura,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=245&CLUSTERS=S,,,,,,,,"245 incidencia de ""neoplasia maligna do colon / recto"" proporcao de utentes com novo diagnostico de ""neoplasia maligna do colon / recto"" nan nan nan estrutura transversal",[245](https://sdm.min-saude.pt/BI.aspx?id=245&CLUSTERS=S)
246,2.13.14,MORB.246.01,"Incidência de ""neoplasia maligna""","Proporção de utentes com novo diagnóstico de ""neoplasia maligna""","Caraterizar a população inscrita. Parâmetro ""incidência de neoplasia maligna""",AA / BB x 1.000,‰,Incidência,Com dados desde Dezembro de 2009,,,,Estrutura,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=246&CLUSTERS=S,,,,,,,,"246 incidencia de ""neoplasia maligna"" proporcao de utentes com novo diagnostico de ""neoplasia maligna"" nan nan nan estrutura transversal",[246](https://sdm.min-saude.pt/BI.aspx?id=246&CLUSTERS=S)
247,2.13.15,MORB.247.01,"Incidência de ""perturbação depressiva""","Proporção de utentes com novo diagnóstico de ""perturbação depressiva""","Caraterizar a população inscrita. Parâmetro ""incidência de perturbação depressiva""",AA / BB x 1.000,‰,Incidência,Com dados desde Dezembro de 2009,,,,Estrutura,Saúde Mental,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=247&CLUSTERS=S,,,,,,,,"247 incidencia de ""perturbacao depressiva"" proporcao de utentes com novo diagnostico de ""perturbacao depressiva"" nan nan nan estrutura saude mental",[247](https://sdm.min-saude.pt/BI.aspx?id=247&CLUSTERS=S)
248,2.13.16,MORB.248.01,"Incidência de ""distúrbio ansioso""","Proporção de utentes com novo diagnóstico de ""distúrbio ansioso / estado de ansiedade""","Caraterizar a população inscrita. Parâmetro ""incidência de distúrbio ansioso / estado de ansiedade""",AA / BB x 1.000,‰,Incidência,Com dados desde Dezembro de 2009,,,,Estrutura,Saúde Mental,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=248&CLUSTERS=S,,,,,,,,"248 incidencia de ""disturbio ansioso"" proporcao de utentes com novo diagnostico de ""disturbio ansioso / estado de ansiedade"" nan nan nan estrutura saude mental",[248](https://sdm.min-saude.pt/BI.aspx?id=248&CLUSTERS=S)
249,2.13.17,MORB.249.01,"Incidência de ""osteoartrose do joelho""","Proporção de utentes com novo diagnóstico de ""osteoartrose do joelho""","Caraterizar a população inscrita. Parâmetro ""incidência de osteoartrose do joelho""",AA / BB x 1.000,‰,Incidência,Com dados desde Dezembro de 2009,,,,Estrutura,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=249&CLUSTERS=S,,,,,,,,"249 incidencia de ""osteoartrose do joelho"" proporcao de utentes com novo diagnostico de ""osteoartrose do joelho"" nan nan nan estrutura transversal",[249](https://sdm.min-saude.pt/BI.aspx?id=249&CLUSTERS=S)
250,2.13.18,MORB.250.01,"Incidência de ""osteoartrose da anca""","Proporção de utentes com novo diagnóstico de ""osteoartrose da anca""","Caraterizar a população inscrita. Parâmetro ""incidência de osteoartrose da anca""",AA / BB x 1.000,‰,Incidência,Com dados desde Dezembro de 2009,,,,Estrutura,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=250&CLUSTERS=S,,,,,,,,"250 incidencia de ""osteoartrose da anca"" proporcao de utentes com novo diagnostico de ""osteoartrose da anca"" nan nan nan estrutura transversal",[250](https://sdm.min-saude.pt/BI.aspx?id=250&CLUSTERS=S)
251,2.13.02,MORB.251.01,"Incidência de ""acidente vascular cerebral""","Proporção de utentes com novo diagnóstico de ""trombose / acidente vascular cerebral""","Caraterizar a população inscrita. Parâmetro ""incidência de trombose / acidente vascular cerebral""",AA / BB x 1.000,‰,Incidência,Com dados desde Dezembro de 2009,,,,Estrutura,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=251&CLUSTERS=S,,,,,,,,"251 incidencia de ""acidente vascular cerebral"" proporcao de utentes com novo diagnostico de ""trombose / acidente vascular cerebral"" nan nan nan estrutura transversal",[251](https://sdm.min-saude.pt/BI.aspx?id=251&CLUSTERS=S)
252,2.12.37,MORB.252.01,"Proporção de utentes com ""Infeção VIH/SIDA""","Proporção de utentes com o diagnóstico de ""Infeção VIH/SIDA""","Caraterizar a população inscrita. Parâmetro ""prevalência de Infeção VIH/SIDA""",AA / BB x 100,%,Prevalência,Com dados desde Dezembro de 2009,,,,Estrutura,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=252&CLUSTERS=S,,,,,,,,"252 proporcao de utentes com ""infecao vih/sida"" proporcao de utentes com o diagnostico de ""infecao vih/sida"" nan nan nan estrutura transversal",[252](https://sdm.min-saude.pt/BI.aspx?id=252&CLUSTERS=S)
253,2.13.19,MORB.253.01,"Incidência de ""Infeção VIH/SIDA""","Proporção de utentes com novo diagnóstico de ""Infeção VIH/SIDA""","Caraterizar a população inscrita. Parâmetro ""incidência de Infeção VIH/SIDA""",AA / BB x 1.000,‰,Incidência,Com dados desde Dezembro de 2009,,,,Estrutura,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=253&CLUSTERS=S,,,,,,,,"253 incidencia de ""infecao vih/sida"" proporcao de utentes com novo diagnostico de ""infecao vih/sida"" nan nan nan estrutura transversal",[253](https://sdm.min-saude.pt/BI.aspx?id=253&CLUSTERS=S)
254,6.73.01,2017.254.01,Rácio PVP quinolonas e antibiót. fatur.,"Rácio entre a despesa faturada com quinolonas e a despesa total faturada com antibióticos (pelo PVP, a utentes inscritos)",Monitorizar a prescrição de fármacos na componente de despesa com quinolonas.,AA / BB x 100,%,Proporção de despesa,Com dados desde Janeiro de 2019,,,,Processo,Transversal,Utentes inscritos em pelo menos um dia do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=254&CLUSTERS=S,,,,,,,,"254 racio pvp quinolonas e antibiot. fatur. racio entre a despesa faturada com quinolonas e a despesa total faturada com antibioticos (pelo pvp, a utentes inscritos) nan nan nan processo transversal",[254](https://sdm.min-saude.pt/BI.aspx?id=254&CLUSTERS=S)
255,6.73.02,2017.255.01,Propor. quinolonas entre antib. fatur. (embal.),"Proporção de quinolonas entre antibióticos faturados (embalagens, a utentes inscritos)",Monitorizar a prescrição de fármacos na componente de quantidade de quinolonas prescritas.,AA / BB x 100,%,Proporção de embalagens,Com dados desde Dezembro de 2016,Desempenho,Qualificação da Prescrição,Prescrição Farmacoterapêutica,Processo,Transversal,Utentes inscritos em pelo menos um dia do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=255&CLUSTERS=S,Propor. quinolonas entre antib. fatur. (embal.),0.0,0.0,7.0,10.0,[0; 10],[0; 7],"255 propor. quinolonas entre antib. fatur. (embal.) proporcao de quinolonas entre antibioticos faturados (embalagens, a utentes inscritos) desempenho qualificacao da prescricao prescricao farmacoterapeutica processo transversal",[255](https://sdm.min-saude.pt/BI.aspx?id=255&CLUSTERS=S)
256,6.74.01,2017.256.01,Rácio PVP cefalosporinas e antibiót. fatur.,"Rácio entre a despesa faturada com cefalosporinas e a despesa total faturada com antibióticos (pelo PVP, a utentes inscritos)",Monitorizar a prescrição de fármacos na componente de despesa com cefalosporinas.,AA / BB x 100,%,Proporção de despesa,Com dados desde Janeiro de 2019,,,,Processo,Transversal,Utentes inscritos em pelo menos um dia do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=256&CLUSTERS=S,,,,,,,,"256 racio pvp cefalosporinas e antibiot. fatur. racio entre a despesa faturada com cefalosporinas e a despesa total faturada com antibioticos (pelo pvp, a utentes inscritos) nan nan nan processo transversal",[256](https://sdm.min-saude.pt/BI.aspx?id=256&CLUSTERS=S)
257,6.74.02,2017.257.01,Propor. cefalosp. entre antib. fatur. (embal.),"Proporção de cefalosporinas entre antibióticos faturados (embalagens, a utentes inscritos)",Monitorizar a prescrição de fármacos na componente de quantidade de cefalosporinas prescritas.,AA / BB x 100,%,Proporção de embalagens,Com dados desde Dezembro de 2016,Desempenho,Qualificação da Prescrição,Prescrição Farmacoterapêutica,Processo,Transversal,Utentes inscritos em pelo menos um dia do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=257&CLUSTERS=S,Propor. cefalosp. entre antib. fatur. (embal.),0.0,0.0,4.5,6.5,[0; 6.5],[0; 4.5],"257 propor. cefalosp. entre antib. fatur. (embal.) proporcao de cefalosporinas entre antibioticos faturados (embalagens, a utentes inscritos) desempenho qualificacao da prescricao prescricao farmacoterapeutica processo transversal",[257](https://sdm.min-saude.pt/BI.aspx?id=257&CLUSTERS=S)
258,6.75.01,2017.258.01,Rácio entre despesa com coxibes e AINEs faturados,"Rácio entre a despesa faturada com inibidores da COX-2 e a despesa total faturada com anti-inflamatórios não esteroides (pelo PVP, a utentes inscritos)",Monitorizar a prescrição de fármacos na componente de despesa com inibidores da COX-2.,AA / BB x 100,%,Proporção de despesa,Com dados desde Dezembro de 2016,,,,Processo,Transversal,Utentes inscritos em pelo menos um dia do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=258&CLUSTERS=S,,,,,,,,"258 racio entre despesa com coxibes e aines faturados racio entre a despesa faturada com inibidores da cox-2 e a despesa total faturada com anti-inflamatorios nao esteroides (pelo pvp, a utentes inscritos) nan nan nan processo transversal",[258](https://sdm.min-saude.pt/BI.aspx?id=258&CLUSTERS=S)
259,6.75.02,2017.259.01,Proporção coxibes entre AINEs faturados (DDD),"Proporção de inibidores da COX-2 entre anti-inflamatórios não esteroides faturados (DDD, a utentes inscritos)","Monitorizar a prescrição de fármacos na componente de ""quantidade de inibidor da COX-2 prescritas"".",AA / BB x 100,%,Proporção de DDD,Com dados desde Dezembro de 2016,Desempenho,Qualificação da Prescrição,Prescrição Farmacoterapêutica,Processo,Transversal,Utentes inscritos em pelo menos um dia do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=259&CLUSTERS=S,Proporção coxibes entre AINEs faturados (DDD),0.0,0.0,5.5,9.0,[0; 9],[0; 5.5],"259 proporcao coxibes entre aines faturados (ddd) proporcao de inibidores da cox-2 entre anti-inflamatorios nao esteroides faturados (ddd, a utentes inscritos) desempenho qualificacao da prescricao prescricao farmacoterapeutica processo transversal",[259](https://sdm.min-saude.pt/BI.aspx?id=259&CLUSTERS=S)
260,7.10.10,---,Rácio entre despesa c/ trimetaz. e despesa total,"Rácio entre a despesa com trimetazidina e a despesa total com medicamentos (pelo PVP, a utentes inscritos)","Monitorizar programa de prescrição de fármacos. Parâmetro ""despesa com trimetazidina""",AA / BB x 100,%,Proporção de despesa,Descontinuado em Dezembro de 2012,,,,Processo,Transversal,Utentes inscritos em pelo menos um dia do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=260&CLUSTERS=S,,,,,,,,"260 racio entre despesa c/ trimetaz. e despesa total racio entre a despesa com trimetazidina e a despesa total com medicamentos (pelo pvp, a utentes inscritos) nan nan nan processo transversal",[260](https://sdm.min-saude.pt/BI.aspx?id=260&CLUSTERS=S)
261,6.44.01,2013.261.01,Proporção utentes DM c/ aval. risco úlcera pé,"Proporção de utentes com diabetes, com avaliação do risco de ulceração do pé no último ano","Monitorizar o programa de diabetes. Parâmetro ""realização de exame e avaliação do risco de ulceração do pé"".",AA / BB x 100,%,Proporção de utentes com Diabetes Mellitus,Com dados desde Dezembro de 2014,Desempenho,Gestão da Doença,Diabetes Mellitus,Processo,Diabetes Mellitus,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=261&CLUSTERS=S,Proporção utentes DM c/ aval. risco úlcera pé,70.0,87.0,100.0,100.0,[70; 100],[87; 100],"261 proporcao utentes dm c/ aval. risco ulcera pe proporcao de utentes com diabetes, com avaliacao do risco de ulceracao do pe no ultimo ano desempenho gestao da doenca diabetes mellitus processo diabetes mellitus",[261](https://sdm.min-saude.pt/BI.aspx?id=261&CLUSTERS=S)
262,6.45.01,2013.262.01,Proporção utentes com avaliação risco DM2 (3A),Proporção de utentes com determinação de risco diabetes tipo 2 registado nos últimos 3 anos,"Monitorizar o programa de diabetes. Parâmetro ""registo do risco de diabetes tipo 2"".",AA / BB x 100,%,Proporção de utentes,Com dados desde Dezembro de 2014,Desempenho,Gestão da Saúde,Saúde do Adulto,Processo,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=262&CLUSTERS=S,Proporção utentes com avaliação risco DM2 (3A),35.0,58.0,100.0,100.0,[35; 100],[58; 100],262 proporcao utentes com avaliacao risco dm2 (3a) proporcao de utentes com determinacao de risco diabetes tipo 2 registado nos ultimos 3 anos desempenho gestao da saude saude do adulto processo transversal,[262](https://sdm.min-saude.pt/BI.aspx?id=262&CLUSTERS=S)
263,7.06.10,2013.263.01,Despesa medic. pres. utili. (PVP) comp. não comp.,"Despesa média de medicamentos prescritos por utente utilizador (baseado no PVP), comparticipados e não comparticipados","Monitorizar programa de prescrição de fármacos. Parâmetro ""despesa em medicamentos prescritos, comparticipados e não comparticipados.""",AA / BB,€ / UTI,Despesa com medicamentos,Com dados desde Dezembro de 2012,,,,Resultado,Transversal,Utentes utilizadores durante o período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=263&CLUSTERS=S,,,,,,,,"263 despesa medic. pres. utili. (pvp) comp. nao comp. despesa media de medicamentos prescritos por utente utilizador (baseado no pvp), comparticipados e nao comparticipados nan nan nan resultado transversal",[263](https://sdm.min-saude.pt/BI.aspx?id=263&CLUSTERS=S)
264,7.07.05,2013.264.01,Despesa MCDT fatur. p/ util. SNS (preço conven.),"Despesa média de MCDT faturados, por utente utilizador do SNS (baseado no preço convencionado)","Monitorizar programa de prescrição de MCDT. Parâmetro ""despesa em MCDT faturados, por utilizador""",AA / BB,€ / UTI,Despesa com MCDT,Com dados desde Setembro de 2014,,,,Resultado,Transversal,Utentes utilizadores durante o período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=264&CLUSTERS=S,,,,,,,,"264 despesa mcdt fatur. p/ util. sns (preco conven.) despesa media de mcdt faturados, por utente utilizador do sns (baseado no preco convencionado) nan nan nan resultado transversal",[264](https://sdm.min-saude.pt/BI.aspx?id=264&CLUSTERS=S)
265,6.44.02,2013.265.01,"Percent. DM vigiado, c/ registo risco úlcera pé","Percentagem de diabéticos com compromisso de vigilância, com registo de risco de ulceração do pé","Monitorizar o programa de diabetes. Parâmetro ""registo de risco de ulceração do pé"".",AA / BB x 100,%,Proporção de utentes com Diabetes Mellitus,Com dados desde Dezembro de 2014,Desempenho,Gestão da Doença,Diabetes Mellitus,Processo,Diabetes Mellitus,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=265&CLUSTERS=S,"Percent. DM vigiado, c/ registo risco úlcera pé",50.0,60.0,100.0,100.0,[50; 100],[60; 100],"265 percent. dm vigiado, c/ registo risco ulcera pe percentagem de diabeticos com compromisso de vigilancia, com registo de risco de ulceracao do pe desempenho gestao da doenca diabetes mellitus processo diabetes mellitus",[265](https://sdm.min-saude.pt/BI.aspx?id=265&CLUSTERS=S)
